session_id,participant_id,start_time,task_type,intended_duration_minutes,initial_task_site,task_site_count,duration_seconds,click_count,scroll_count,keyboard_activity_count,idle_seconds,active_seconds,away_seconds,tab_switch_count,video_playing_seconds,post_session_answer,drift_label
session_fc662365-db93-4749-83a1-f57ccf3ef497,DS-91D368-7AA51C,2026-07-24T20:00:13.579Z,learning_tutorial,30,youtube.com,11,2296,47,89,38,332,1856,108,11,938,moved_away,1
session_b4f03c77-e920-4af6-aeaf-ccf52f157db4,DS-91D368-7AA51C,2026-07-24T23:22:55.248Z,learning_tutorial,60,udvash.com,11,160,5,9,0,17,143,0,0,118,aligned,0
session_acfcb443-6830-494d-8bb5-e1d375effe4c,DS-91D368-7AA51C,2026-07-25T20:14:12.543Z,learning_tutorial,10,interactivecares.com,11,237,5,8,7,13,197,27,1,55,moved_away,1
session_0b31f113-d5f6-4fcd-bdbc-33a88e4ce404,DS-91D368-7AA51C,2026-07-26T08:18:28.173Z,learning_tutorial,20,shikho.com,11,1385,23,69,22,22,1359,4,6,867,aligned,0
session_0ebca7ea-3a74-444f-96da-7e02dcda6310,DS-91D368-7AA51C,2026-07-26T09:09:20.569Z,learning_tutorial,30,udemy.com,11,2812,59,94,49,209,2514,89,15,0,aligned,0
session_6a61c995-2247-4ff1-a429-e2666e528183,DS-91D368-7AA51C,2026-07-26T10:01:13.396Z,other_planned_task,10,10minuteschool.com,11,461,11,17,9,8,345,108,3,0,moved_away,1
session_a38a981c-4ce7-40e5-bb24-39295c616e3c,DS-91D368-7AA51C,2026-07-26T12:18:23.868Z,learning_tutorial,30,shikho.com,11,1604,34,62,27,95,1391,118,6,0,aligned,0
session_d1d613a0-d83d-4d1e-a23a-62cb635a5027,DS-91D368-7AA51C,2026-07-26T17:08:56.510Z,learning_tutorial,60,classroom.google.com,11,3615,53,121,42,337,2840,438,12,0,aligned,0
session_6eeac9c7-976c-4019-a009-7d533173b8ee,DS-91D368-7AA51C,2026-07-26T22:15:27.280Z,learning_tutorial,10,classroom.google.com,11,464,8,18,8,56,351,57,2,0,moved_away,1
session_775e47f2-f706-4d1d-bc76-319c86b7dd59,DS-91D368-7AA51C,2026-07-27T01:17:36.614Z,learning_tutorial,30,interactivecares.com,11,1551,23,33,20,235,995,321,9,0,moved_away,1
session_1c6ed27f-fa97-47d4-bc1d-40c182a13cd7,DS-91D368-7AA51C,2026-07-27T11:01:49.868Z,learning_tutorial,10,udvash.com,11,558,11,15,13,31,489,38,3,297,aligned,0
session_1db4319d-6409-4060-9806-4be0ccde663e,DS-91D368-7AA51C,2026-07-27T21:04:10.979Z,learning_tutorial,90,10minuteschool.com,11,3770,72,139,68,159,3252,359,25,0,aligned,0
session_d1c6a9c9-709e-4cbb-bae3-27d8863d93ef,DS-91D368-7AA51C,2026-07-27T22:12:01.876Z,learning_tutorial,90,shikho.com,11,2911,64,113,36,197,2594,120,5,1958,aligned,0
session_1194aa87-fada-4c10-a9f1-ab7f5e92cff4,DS-91D368-7AA51C,2026-07-28T18:23:02.259Z,learning_tutorial,90,10minuteschool.com,11,7200,147,265,116,317,6348,535,33,0,aligned,0
session_2c1f504f-8b68-49fc-935a-6f650a5c048e,DS-9530B0-005A6D,2026-07-18T10:05:57.598Z,learning_tutorial,20,classroom.google.com,19,1372,27,66,31,142,1079,151,9,1025,not_sure,
session_f42d6152-16c9-44f7-a9f9-8ba643838e29,DS-9530B0-005A6D,2026-07-18T16:10:00.844Z,writing_creating,45,grammarly.com,19,1933,75,65,270,33,1848,52,6,0,aligned,0
session_83f70f39-9f52-48de-b5fd-80c1c28e0da9,DS-9530B0-005A6D,2026-07-19T10:20:31.879Z,writing_creating,45,notion.so,19,3101,127,88,386,36,2752,313,13,0,aligned,0
session_3faf21da-e166-4035-9657-e234cced7a75,DS-9530B0-005A6D,2026-07-19T17:03:16.478Z,other_planned_task,45,chatgpt.com,19,114,6,3,10,18,87,9,1,0,moved_away,1
session_4a1286fe-ad3b-4ec6-85ee-e1df862bf7aa,DS-9530B0-005A6D,2026-07-20T11:00:20.392Z,writing_creating,15,docs.google.com,19,890,43,25,147,41,794,55,5,0,aligned,1
session_19712e6f-897e-4893-93e9-ccf972c5307e,DS-9530B0-005A6D,2026-07-20T12:07:53.196Z,other_planned_task,20,chatgpt.com,19,847,31,30,53,2,845,0,2,0,aligned,0
session_a6027793-9faf-4e61-9810-f73baabdf594,DS-9530B0-005A6D,2026-07-20T13:16:19.444Z,writing_creating,15,docs.google.com,19,1607,49,41,189,165,1334,108,6,0,aligned,0
session_a374aabb-09d9-446e-9cc8-6cf76e17a173,DS-9530B0-005A6D,2026-07-20T18:24:09.440Z,writing_creating,90,figma.com,19,2863,93,55,348,332,2326,205,19,0,aligned,0
session_38925181-08b1-4bf9-967e-c22fad1e2763,DS-9530B0-005A6D,2026-07-21T00:23:21.676Z,reading_research,20,nctb.gov.bd,19,918,18,63,14,90,711,117,7,0,moved_away,1
session_02dee18d-08f5-4dce-a04d-086fd4724a67,DS-9530B0-005A6D,2026-07-21T01:05:11.102Z,writing_creating,90,notion.so,19,4824,174,137,642,413,4335,76,19,0,aligned,0
session_56ca43fc-61a5-4f0d-91c3-d6f59f8a08e7,DS-9530B0-005A6D,2026-07-21T12:15:47.451Z,learning_tutorial,30,youtube.com,19,1877,37,89,34,280,1465,132,8,1173,moved_away,1
session_76e7fb11-addc-481f-ba70-0efed91840c8,DS-9530B0-005A6D,2026-07-21T19:04:58.486Z,writing_creating,90,grammarly.com,19,3304,112,76,388,209,2483,612,14,0,moved_away,1
session_af2b4580-f1d9-4241-b56a-afa65757bc4d,DS-9530B0-005A6D,2026-07-21T20:05:02.807Z,writing_creating,20,canva.com,19,1638,70,49,223,121,1353,164,9,0,aligned,0
session_39234fc6-8523-4998-99ce-9df9fd687e9c,DS-9530B0-005A6D,2026-07-22T08:14:10.087Z,communication_coordination,45,ostad.com,19,2866,189,113,266,224,2641,1,11,0,aligned,0
session_0ae6efcd-3323-40e0-8a09-09aee363f4b2,DS-9530B0-005A6D,2026-07-22T11:09:17.771Z,writing_creating,15,muktopaath.gov.bd,19,664,25,20,72,74,554,36,2,0,aligned,0
session_17b30b68-3eaa-45f2-b6f7-7a0d3b3e6f50,DS-9530B0-005A6D,2026-07-22T21:05:12.788Z,learning_tutorial,30,10minuteschool.com,19,1663,38,78,30,308,1355,0,1,981,aligned,0
session_f2ecebed-fe5d-4024-9e6d-12470a5b3aef,DS-9530B0-005A6D,2026-07-22T22:08:10.995Z,other_planned_task,30,chatgpt.com,19,1194,49,36,40,122,906,166,8,0,moved_away,1
session_57143de6-db55-480a-84a5-4d766195792c,DS-9530B0-005A6D,2026-07-23T12:05:39.771Z,reading_research,10,upwork.com,19,649,28,46,10,47,503,99,4,0,moved_away,1
session_f6f08d77-2a87-450e-ae4b-4fb16cc55043,DS-9530B0-005A6D,2026-07-23T14:06:53.862Z,communication_coordination,15,canva.com,19,1234,77,54,106,73,980,181,7,0,moved_away,1
session_6f6fc6bb-881a-4315-b1ac-064f0ad39cc0,DS-9530B0-005A6D,2026-07-23T16:16:39.806Z,coding_problem_solving,60,canva.com,19,3579,139,91,435,0,3270,309,6,0,aligned,0
session_4f68f4d9-fe2b-458b-af37-fff637555aab,DS-9530B0-005A6D,2026-07-23T18:12:19.272Z,writing_creating,15,canva.com,19,646,32,18,81,66,580,0,2,0,aligned,0
session_6f8ff70d-c8f9-4f22-a60e-21315df6c90a,DS-9530B0-005A6D,2026-07-24T11:22:17.622Z,writing_creating,90,canva.com,19,7200,330,233,1081,0,7200,0,18,0,aligned,0
session_0e2e4236-d1f1-4da3-bbbf-44338c600e82,DS-9530B0-005A6D,2026-07-24T14:13:38.963Z,communication_coordination,15,claude.ai,19,1432,94,51,95,106,1109,217,8,0,moved_away,1
session_14c90b40-4e09-432a-a631-21f4d3760d06,DS-9530B0-005A6D,2026-07-24T18:07:54.940Z,communication_coordination,30,arxiv.org,19,3366,203,170,278,185,2950,231,0,0,aligned,1
session_3c693bb9-1c54-475d-b7b5-6c56cc0ffd21,DS-9530B0-005A6D,2026-07-25T10:08:28.006Z,writing_creating,60,overleaf.com,19,3742,106,105,404,390,2716,636,19,0,moved_away,1
session_4443264e-f2e0-46eb-813d-411ed93a37a5,DS-9530B0-005A6D,2026-07-25T13:10:22.199Z,learning_tutorial,30,aparsclassroom.com,19,2163,45,88,27,297,1580,286,10,680,moved_away,1
session_6ee95e40-f57d-4f00-9a10-c169d18ee1a7,DS-9530B0-005A6D,2026-07-25T18:21:16.524Z,reading_research,30,scholar.google.com,19,1325,43,106,39,132,1144,49,8,0,aligned,0
session_0f6dab7f-bcb4-459d-8a14-66a6587597d0,DS-9530B0-005A6D,2026-07-26T08:20:47.851Z,writing_creating,15,office.com,19,1499,56,52,176,60,1198,241,6,0,aligned,0
session_091be49f-bd7f-499e-aa41-bd3719180fcb,DS-9530B0-005A6D,2026-07-26T12:21:38.386Z,writing_creating,15,overleaf.com,19,1152,50,23,165,0,967,185,9,0,moved_away,1
session_4c0ccdef-64b8-4383-a573-2d2553d4daaa,DS-9530B0-005A6D,2026-07-26T13:08:02.640Z,writing_creating,90,grammarly.com,19,3586,130,92,410,34,2897,655,19,0,aligned,0
session_f1c226da-bd9e-4beb-9e15-74b87a2230f0,DS-9530B0-005A6D,2026-07-26T16:21:07.676Z,writing_creating,60,notion.so,19,5077,196,140,697,0,4897,180,3,0,aligned,0
session_5c41d2a5-7806-498a-a74f-129298cc019e,DS-9530B0-005A6D,2026-07-26T18:13:13.784Z,learning_tutorial,10,classroom.google.com,19,507,10,34,11,32,419,56,2,316,aligned,0
session_0373aa54-3745-4d4c-bc58-6769693ebfa9,DS-BB318F-E877BC,2026-07-16T09:03:02.600Z,writing_creating,90,notion.so,13,4876,132,105,454,13,4863,0,20,0,aligned,0
session_007b0cb6-3bca-4888-b573-3041fc60eb33,DS-BB318F-E877BC,2026-07-16T12:03:04.899Z,writing_creating,20,canva.com,13,2359,54,45,155,401,1724,234,13,0,not_sure,
session_38ae7429-ea8b-4cae-a3c5-75ec71dd932b,DS-BB318F-E877BC,2026-07-16T14:23:13.011Z,learning_tutorial,15,youtube.com,13,932,12,29,7,112,656,164,6,432,moved_away,1
session_7cb8fee7-3e59-451e-8594-851cc9bc8da2,DS-BB318F-E877BC,2026-07-16T20:05:13.734Z,writing_creating,60,canva.com,13,2409,60,47,214,0,2059,350,12,0,moved_away,1
session_decb05c0-36a3-4fc2-8dc9-1aca8f0780f0,DS-BB318F-E877BC,2026-07-16T21:01:42.215Z,writing_creating,45,canva.com,13,2515,65,50,209,428,2023,64,6,0,moved_away,1
session_0bd3a946-d69e-4600-8ae0-bd5b14303a4e,DS-BB318F-E877BC,2026-07-17T10:09:40.661Z,reading_research,60,gemini.google.com,13,2730,70,129,41,4,2473,253,10,0,aligned,0
session_4595de5c-4600-4f98-8326-62664dad689c,DS-BB318F-E877BC,2026-07-17T17:05:23.311Z,communication_coordination,15,web.whatsapp.com,13,959,27,22,45,110,707,142,5,0,moved_away,1
session_8ac89bc6-b24d-4510-85ad-b5656c9c4d3e,DS-BB318F-E877BC,2026-07-18T08:00:24.930Z,coding_problem_solving,15,drive.google.com,13,1741,31,21,97,136,1284,321,12,0,moved_away,1
session_da0d6d7d-c5c1-4255-aaa4-3b93d4497485,DS-BB318F-E877BC,2026-07-18T14:02:16.656Z,writing_creating,20,docs.google.com,13,1462,32,27,141,0,1346,116,5,0,aligned,0
session_6ef2a7a4-3166-4526-98dc-4758fced21b8,DS-BB318F-E877BC,2026-07-19T12:05:48.434Z,reading_research,15,figma.com,13,906,21,40,12,0,903,3,4,0,aligned,0
session_e3207a62-3292-4b48-8b3a-2165f80e7394,DS-BB318F-E877BC,2026-07-19T16:11:24.827Z,writing_creating,90,canva.com,13,3775,77,53,254,769,2664,342,13,0,moved_away,1
session_3fe19cea-310d-4502-b562-3c4b6360d2b4,DS-BB318F-E877BC,2026-07-19T17:19:20.019Z,writing_creating,30,kaggle.com,13,1594,46,30,158,130,1464,0,5,0,aligned,0
session_bf358e2c-605d-4448-af55-66fcd7ecffab,DS-BB318F-E877BC,2026-07-19T18:20:12.349Z,writing_creating,60,docs.google.com,13,2518,50,45,195,219,2023,276,8,0,aligned,0
session_ba3e0f9a-b0f0-4067-8bf0-c207991b69a4,DS-BB318F-E877BC,2026-07-19T20:08:23.392Z,reading_research,60,ostad.com,13,2744,56,99,34,165,2147,432,12,0,moved_away,0
session_9f6ee650-acb6-4660-8e01-5e640ace5f3f,DS-BB318F-E877BC,2026-07-20T11:10:46.850Z,coding_problem_solving,15,web.whatsapp.com,13,688,12,10,46,36,526,126,4,0,moved_away,1
session_36dade03-70c2-43bf-907c-14359db01d7c,DS-BB318F-E877BC,2026-07-20T23:06:29.853Z,learning_tutorial,45,coursera.org,13,1795,43,60,27,165,1630,0,4,0,aligned,0
session_0e1e73d7-ffed-4596-81fb-af4d75dc585e,DS-BB318F-E877BC,2026-07-21T14:19:07.132Z,learning_tutorial,10,youtube.com,13,508,11,13,11,6,443,59,3,240,aligned,0
session_0ac35a72-484d-42c1-a2f4-156698b43607,DS-BB318F-E877BC,2026-07-21T22:05:15.910Z,writing_creating,90,figma.com,13,7200,162,150,625,134,6815,251,31,0,aligned,0
session_b0060114-8f75-4f35-b4d6-888a4f8da325,DS-BB318F-E877BC,2026-07-22T10:07:21.789Z,writing_creating,90,docs.google.com,13,5138,103,82,401,820,4026,292,14,0,moved_away,1
session_41deb2a0-1eae-4a42-8d92-78cff994d4da,DS-BB318F-E877BC,2026-07-22T15:13:15.220Z,communication_coordination,20,notion.so,13,1099,48,26,44,41,941,117,4,0,moved_away,1
session_202a92b7-ba29-4653-b1bc-7edac53e4d19,DS-BB318F-E877BC,2026-07-22T17:09:13.131Z,writing_creating,90,canva.com,13,5922,130,85,424,565,4650,707,26,0,moved_away,1
session_33a09cbc-5315-4ce8-bb0e-f9ed2846e1ae,DS-BB318F-E877BC,2026-07-23T10:24:23.861Z,reading_research,30,ostad.com,13,2170,51,108,29,204,1709,257,12,0,aligned,0
session_3c1c2076-9e12-469a-89f0-a6a1e4b3b8c1,DS-BB318F-E877BC,2026-07-23T15:24:57.306Z,other_planned_task,15,drive.google.com,13,1220,31,28,41,132,907,181,5,0,moved_away,1
session_5bafea2f-ae28-4d62-bdac-0a10b86bd723,DS-BB318F-E877BC,2026-07-23T19:17:31.487Z,other_planned_task,20,docs.google.com,13,759,15,21,15,115,510,134,4,0,moved_away,1
session_0e2112f3-c119-4646-becd-85460a599c44,DS-BB318F-E877BC,2026-07-23T20:12:09.981Z,writing_creating,15,canva.com,13,540,15,3,45,0,514,26,0,0,aligned,0
session_b5e2123d-740f-446a-ba07-e2149b447b5b,DS-BB318F-E877BC,2026-07-24T17:13:35.624Z,communication_coordination,20,linkedin.com,13,1003,22,34,66,24,882,97,6,0,aligned,0
session_cd146771-e673-4817-9d55-cb71b3c561b4,DS-BB318F-E877BC,2026-07-24T20:22:38.802Z,communication_coordination,15,linkedin.com,13,1576,43,46,67,229,1190,157,8,0,moved_away,1
session_7e732506-2289-4691-bbcd-d17ed66addfc,DS-BB318F-E877BC,2026-07-25T12:15:03.033Z,communication_coordination,10,web.whatsapp.com,13,1314,38,25,50,107,985,222,10,0,moved_away,1
session_77d0816e-e72c-408a-89ec-028d7be37fc5,DS-BB318F-E877BC,2026-07-25T17:16:30.220Z,writing_creating,90,overleaf.com,13,3522,66,65,291,442,3024,56,11,0,aligned,0
session_8fef66bd-f964-4383-ad7c-1260bcbceb79,DS-BB318F-E877BC,2026-07-25T18:20:12.923Z,communication_coordination,15,web.whatsapp.com,13,745,37,16,50,23,659,63,2,0,not_sure,
session_dfcd03d5-8605-4b51-931e-e3bb58f80c54,DS-BB318F-E877BC,2026-07-25T19:01:36.762Z,reading_research,15,canva.com,13,660,12,14,9,63,470,127,5,0,moved_away,0
session_0ac4c3ad-c284-4661-a143-6e01484d0069,DS-C6ABBB-2D2761,2026-07-14T13:24:57.604Z,learning_tutorial,60,udemy.com,9,2599,87,111,54,87,2338,174,7,1397,aligned,0
session_8f6ec85a-fc90-461a-afdc-e626a0b05d94,DS-C6ABBB-2D2761,2026-07-14T16:02:17.216Z,learning_tutorial,45,coursera.org,9,210,3,2,5,0,195,15,1,0,aligned,0
session_948038b1-5398-46b2-ad6a-e80ba4ce22a2,DS-C6ABBB-2D2761,2026-07-14T17:16:17.889Z,learning_tutorial,60,udemy.com,9,2375,50,97,46,399,1969,7,6,0,not_sure,
session_d9c89afb-f352-4e76-ad25-16e7d3b2ce6c,DS-C6ABBB-2D2761,2026-07-14T18:00:53.545Z,communication_coordination,15,scholar.google.com,9,1565,71,56,141,73,1331,161,7,0,moved_away,1
session_9c10fa56-2dad-4d3d-a27c-45f95fc841e9,DS-C6ABBB-2D2761,2026-07-15T15:16:02.366Z,other_planned_task,10,coursera.org,9,871,25,21,33,164,617,90,4,0,moved_away,1
session_25c8a420-7b18-4a29-bb89-5ecce8865f8d,DS-C6ABBB-2D2761,2026-07-15T20:05:01.005Z,communication_coordination,30,teams.microsoft.com,9,2925,121,96,190,325,2332,268,12,0,moved_away,1
session_ffcd5575-9daf-480c-b737-46d1b25934b6,DS-C6ABBB-2D2761,2026-07-16T12:22:50.097Z,learning_tutorial,60,udemy.com,9,2215,56,85,38,296,1696,223,4,0,moved_away,1
session_b5f5e021-3ffd-4263-b7bf-ab22b593aea5,DS-C6ABBB-2D2761,2026-07-16T22:17:38.373Z,writing_creating,90,office.com,9,182,6,4,29,19,143,20,1,0,moved_away,1
session_696f6aa0-1eae-4575-ad67-c2000b990c6c,DS-C6ABBB-2D2761,2026-07-17T10:03:56.353Z,learning_tutorial,90,coursera.org,9,3616,65,106,51,372,2685,559,23,0,moved_away,1
session_0789a7c3-d0d9-4661-8d1d-a15ab54bfffb,DS-C6ABBB-2D2761,2026-07-17T19:11:21.234Z,learning_tutorial,20,shikho.com,9,909,17,27,18,96,694,119,3,0,moved_away,1
session_b98d171e-5dd5-427a-850a-49c592779e50,DS-C6ABBB-2D2761,2026-07-19T11:15:35.275Z,learning_tutorial,30,10minuteschool.com,9,1233,24,55,20,217,939,77,4,0,moved_away,1
session_f87ad4b4-baaf-458b-a3b8-b609c969ccc5,DS-C6ABBB-2D2761,2026-07-19T14:17:54.071Z,writing_creating,90,shikho.com,9,129,4,4,14,4,92,33,1,0,moved_away,1
session_a518f876-6e15-47d7-a572-b517b8c7ca81,DS-C6ABBB-2D2761,2026-07-19T20:09:51.291Z,learning_tutorial,45,10minuteschool.com,9,2079,26,51,37,319,1415,345,11,987,moved_away,1
session_06fb027b-80d6-4103-a984-5f0081ad6464,DS-C6ABBB-2D2761,2026-07-19T21:10:20.564Z,writing_creating,30,notion.so,9,2046,53,40,184,330,1577,139,9,0,moved_away,1
session_435213d4-fdad-4e64-839a-0db577470010,DS-C6ABBB-2D2761,2026-07-19T23:17:39.213Z,learning_tutorial,20,udemy.com,9,1949,59,94,32,117,1760,72,6,0,aligned,0
session_8454e893-9e5f-4d2c-ae4d-bdbd7463f209,DS-C6ABBB-2D2761,2026-07-20T18:23:01.002Z,coding_problem_solving,15,scholar.google.com,9,758,24,14,90,78,660,20,2,0,aligned,1
session_1c6870be-4e70-44ac-a2a5-67aed889dcbd,DS-C6ABBB-2D2761,2026-07-21T12:07:43.066Z,learning_tutorial,45,10minuteschool.com,9,3921,76,165,65,333,3232,356,17,1992,aligned,0
session_81f66360-a062-498d-9e5d-c20cdbb18595,DS-C6ABBB-2D2761,2026-07-22T12:04:28.720Z,reading_research,30,ostad.com,9,1497,51,92,41,56,1271,170,8,0,aligned,0
session_17e8ba17-5a29-4ac3-b09d-922697154085,DS-C6ABBB-2D2761,2026-07-22T13:05:30.560Z,reading_research,60,ostad.com,9,3887,116,243,86,562,2817,508,21,0,moved_away,1
session_e70ab96b-b77e-425d-88f7-a17ef696972a,DS-C6ABBB-2D2761,2026-07-22T14:18:09.450Z,learning_tutorial,15,10minuteschool.com,9,952,17,37,14,135,766,51,3,0,aligned,0
session_0498819b-940d-44bd-9df5-b2470486fde0,DS-C6ABBB-2D2761,2026-07-22T21:18:59.274Z,learning_tutorial,20,udemy.com,9,862,25,38,23,114,748,0,4,362,aligned,0
session_cc3d7df4-761f-4b25-bfca-28f63dd55f85,DS-C6ABBB-2D2761,2026-07-23T23:08:01.094Z,learning_tutorial,45,udemy.com,9,2335,34,97,35,247,1789,299,11,1428,not_sure,
session_86543dc3-044b-406f-a3d0-1da412fb7a04,DS-C6ABBB-2D2761,2026-07-24T10:21:31.500Z,learning_tutorial,60,10minuteschool.com,9,2402,61,116,42,32,2190,180,11,1807,aligned,0
session_36998e41-93aa-48e6-8a6c-8b93cd6ed497,DS-C6ABBB-2D2761,2026-07-24T21:02:13.293Z,learning_tutorial,60,udemy.com,9,2376,64,99,47,252,2124,0,8,0,aligned,0
session_5a99ec4e-ee86-41ae-99a7-857457ae59d5,DS-C6ABBB-2D2761,2026-07-26T20:05:24.262Z,learning_tutorial,90,shikho.com,9,3589,95,136,60,308,2882,399,15,0,aligned,0
session_17230060-b9d0-4f4a-ba66-77f93b06ff7a,DS-C6ABBB-2D2761,2026-07-27T00:07:23.608Z,reading_research,30,ostad.com,9,2009,68,111,50,296,1515,198,6,0,moved_away,1
session_60d4f94d-a30f-4866-98f0-bcd779a244e8,DS-C6ABBB-2D2761,2026-07-27T11:09:28.691Z,learning_tutorial,15,10minuteschool.com,9,1151,14,52,10,114,862,175,6,469,moved_away,1
session_7fcb810c-675a-46d8-878d-e8084a627c1b,DS-C6ABBB-2D2761,2026-07-27T13:17:23.192Z,learning_tutorial,15,10minuteschool.com,9,1190,23,48,11,252,938,0,5,0,aligned,0
session_e13532fc-cd29-4b74-bd0d-de155729a962,DS-C6ABBB-2D2761,2026-07-27T20:00:54.139Z,learning_tutorial,10,shikho.com,9,766,16,38,14,165,570,31,3,450,moved_away,1
session_c85d3ab4-b75a-421f-8649-6b811c4ab63f,DS-C6ABBB-2D2761,2026-07-28T21:02:22.079Z,learning_tutorial,20,shikho.com,9,1140,26,45,17,190,849,101,7,0,moved_away,1
session_1c87ef54-6f92-41bf-9f4f-1405afcf337c,DS-C6ABBB-2D2761,2026-07-29T09:03:00.209Z,learning_tutorial,45,coursera.org,9,1504,36,94,25,98,1404,2,6,0,aligned,0
session_dfa98fd8-e32a-45c2-b19b-920ac3bf647d,DS-C6ABBB-2D2761,2026-07-29T10:07:58.720Z,learning_tutorial,90,udemy.com,9,4437,85,155,51,413,3034,990,28,0,moved_away,1
session_ffc5b20d-2c2f-4dab-842a-164a6003e4d8,DS-C6ABBB-2D2761,2026-07-29T19:01:34.915Z,reading_research,15,ostad.com,9,505,17,35,18,32,459,14,2,0,aligned,0
session_e23ba7fc-2cde-45a9-9b7f-554bb8cadf7e,DS-C6ABBB-2D2761,2026-07-29T20:16:02.638Z,learning_tutorial,20,shikho.com,9,964,28,34,19,86,727,151,5,394,moved_away,1
session_8c708119-4a37-43ec-9b96-bff21052cfcc,DS-C6ABBB-2D2761,2026-07-29T21:14:03.903Z,writing_creating,20,coursera.org,9,824,24,11,110,34,655,135,2,0,not_sure,
session_5abfb471-cc0b-47c4-9c97-df2b059688f3,DS-C6ABBB-2D2761,2026-07-30T08:13:45.456Z,learning_tutorial,45,10minuteschool.com,9,2538,54,107,27,225,1757,556,15,0,moved_away,1
session_396694d0-3371-4c87-9289-5a7205b7f363,DS-C6B73E-F425EB,2026-07-16T09:07:39.343Z,learning_tutorial,45,udemy.com,16,1954,59,80,27,286,1624,44,8,0,moved_away,1
session_a348e340-9b43-4b94-8cc0-91ae099e4a32,DS-C6B73E-F425EB,2026-07-16T12:19:25.137Z,learning_tutorial,10,drive.google.com,16,604,19,21,9,70,496,38,3,0,aligned,0
session_d9913080-4059-4cd4-a964-87d96e1356e8,DS-C6B73E-F425EB,2026-07-16T18:23:10.215Z,learning_tutorial,15,youtube.com,16,673,14,21,7,85,508,80,3,260,moved_away,1
session_d7d223c1-5a61-46ef-a765-ebb90fe8b79c,DS-C6B73E-F425EB,2026-07-17T12:10:12.326Z,learning_tutorial,15,youtube.com,16,773,15,29,12,50,641,82,4,549,moved_away,1
session_2286c881-1a61-4277-9519-02e3cf554cde,DS-C6B73E-F425EB,2026-07-17T13:01:20.203Z,learning_tutorial,60,youtube.com,16,158,4,7,5,16,114,28,1,97,moved_away,1
session_cbce8e33-148d-4710-992c-afffa00959ce,DS-C6B73E-F425EB,2026-07-17T15:23:55.556Z,learning_tutorial,90,udemy.com,16,6588,160,334,131,0,6225,363,35,5011,aligned,0
session_795fbf92-b850-4fa9-a8b5-48da518e6bce,DS-C6B73E-F425EB,2026-07-17T17:18:44.552Z,learning_tutorial,10,drive.google.com,16,461,9,16,6,56,329,76,2,0,moved_away,1
session_0cfa4838-3356-40e7-9e4d-5f10da2f61fe,DS-C6B73E-F425EB,2026-07-17T19:05:11.690Z,communication_coordination,15,facebook.com,16,1513,58,57,82,58,1064,391,13,0,moved_away,1
session_7f77e759-6c24-4c9a-8ed8-ffbb5ffcd91d,DS-C6B73E-F425EB,2026-07-18T09:08:03.807Z,learning_tutorial,10,youtube.com,16,656,20,27,13,36,557,63,4,455,moved_away,1
session_101abf55-e072-4239-ad93-bf0554d2e2c6,DS-C6B73E-F425EB,2026-07-18T11:17:31.501Z,learning_tutorial,60,shikho.com,16,4931,118,217,76,789,3905,237,21,0,moved_away,1
session_f2d7775b-d992-4e43-8313-16fe337b37dd,DS-C6B73E-F425EB,2026-07-18T15:12:24.796Z,writing_creating,30,grammarly.com,16,1574,22,37,140,158,1104,312,6,0,moved_away,1
session_1c242920-b749-449e-977a-2cd9db6943a4,DS-C6B73E-F425EB,2026-07-18T18:03:37.920Z,communication_coordination,15,web.whatsapp.com,16,555,33,13,59,58,484,13,3,0,aligned,0
session_b6f21b20-7440-4141-91a8-24c63bda1afa,DS-C6B73E-F425EB,2026-07-18T23:24:48.573Z,learning_tutorial,30,shikho.com,16,95,0,7,1,9,80,6,0,0,aligned,0
session_715fe815-a6e7-49dc-99d9-451cfe302289,DS-C6B73E-F425EB,2026-07-19T00:09:36.024Z,learning_tutorial,60,bohubrihi.com,16,3349,76,134,45,556,2743,50,17,0,moved_away,1
session_46da0b3f-9763-498b-be81-d8a5e4abca5f,DS-C6B73E-F425EB,2026-07-19T11:08:43.035Z,learning_tutorial,60,youtube.com,16,151,6,7,1,17,114,20,1,61,moved_away,1
session_0200cce6-8df0-49b4-add0-605790806a92,DS-C6B73E-F425EB,2026-07-20T11:03:10.739Z,learning_tutorial,60,shikho.com,16,2976,73,116,36,533,2342,101,10,0,moved_away,1
session_c17ae753-d596-434d-a05b-9b274e7b9fac,DS-C6B73E-F425EB,2026-07-20T17:21:54.423Z,learning_tutorial,15,youtube.com,16,401,10,24,16,39,358,4,1,212,aligned,0
session_fe82deb7-d3f1-404d-b03c-c32e0b0b6b6d,DS-C6B73E-F425EB,2026-07-20T23:10:39.872Z,coding_problem_solving,15,stackoverflow.com,16,1632,37,35,175,224,1335,73,9,0,aligned,0
session_a85a0582-c3fc-436f-9785-c899a7b16b82,DS-C6B73E-F425EB,2026-07-21T16:05:06.931Z,communication_coordination,20,claude.ai,16,2155,120,81,152,179,1735,241,6,0,moved_away,1
session_238aa4e3-dd79-4d7d-9ef0-dc4f31a2eafc,DS-C6B73E-F425EB,2026-07-21T19:09:13.957Z,communication_coordination,15,teams.microsoft.com,16,802,42,35,56,77,636,89,4,0,not_sure,
session_b026dfda-79ca-4807-83c4-ab72f35d7506,DS-C6B73E-F425EB,2026-07-21T23:08:50.737Z,learning_tutorial,20,10minuteschool.com,16,705,13,33,18,38,650,17,3,618,aligned,0
